state,article_title,revision_id,article_quality,regional_division,population
Minnesota,"Plainview, Minnesota",1165898049,C,West North Central,5717184
Minnesota,"Montgomery, Minnesota",1165894047,C,West North Central,5717184
Minnesota,"Eveleth, Minnesota",1175884108,GA,West North Central,5717184
Minnesota,"Benson, Minnesota",1178257357,C,West North Central,5717184
Minnesota,"Pine City, Minnesota",1179915180,GA,West North Central,5717184
Minnesota,"Sleepy Eye, Minnesota",1165901931,C,West North Central,5717184
Minnesota,"Annandale, Minnesota",1173226179,GA,West North Central,5717184
Minnesota,"Breckenridge, Minnesota",1165536916,C,West North Central,5717184
Minnesota,"Rush City, Minnesota",1178558660,C,West North Central,5717184
Minnesota,"Eagle Lake, Minnesota",1165647518,C,West North Central,5717184
Minnesota,"Jackson, Minnesota",1179162574,C,West North Central,5717184
Minnesota,"Ely, Minnesota",1156791128,B,West North Central,5717184
Minnesota,"Blue Earth, Minnesota",1177880194,C,West North Central,5717184
Minnesota,"Proctor, Minnesota",1165898822,C,West North Central,5717184
Minnesota,"Lexington, Minnesota",1165890141,C,West North Central,5717184
Minnesota,"Milaca, Minnesota",1173232139,C,West North Central,5717184
Minnesota,"Staples, Minnesota",1170365867,C,West North Central,5717184
Minnesota,"Chatfield, Minnesota",1175893503,GA,West North Central,5717184
Minnesota,"Afton, Minnesota",1167464815,C,West North Central,5717184
Minnesota,"Moose Lake, Minnesota",1171294735,C,West North Central,5717184
Minnesota,"Greenfield, Minnesota",1165748712,GA,West North Central,5717184
Minnesota,"Mountain Iron, Minnesota",1165894650,C,West North Central,5717184
Minnesota,"Caledonia, Minnesota",1173253941,C,West North Central,5717184
Minnesota,"Dodge Center, Minnesota",1165646961,C,West North Central,5717184
Minnesota,"Albany, Minnesota",1165506281,C,West North Central,5717184
Minnesota,"Barnesville, Minnesota",1178459077,GA,West North Central,5717184
Minnesota,"Cokato, Minnesota",1178233684,GA,West North Central,5717184
Minnesota,"Roseau, Minnesota",1170887827,C,West North Central,5717184
Minnesota,"Breezy Point, Minnesota",1165536941,C,West North Central,5717184
Minnesota,"Granite Falls, Minnesota",1161131345,GA,West North Central,5717184
Minnesota,"Cohasset, Minnesota",1166998402,C,West North Central,5717184
Minnesota,"Foley, Minnesota",1175712314,C,West North Central,5717184
Minnesota,"Glenwood, Minnesota",1165748136,C,West North Central,5717184
Minnesota,"Pelican Rapids, Minnesota",1165897460,GA,West North Central,5717184
Minnesota,"Wabasha, Minnesota",1165906347,C,West North Central,5717184
Minnesota,"Osseo, Minnesota",1176045812,GA,West North Central,5717184
Minnesota,"Paynesville, Minnesota",1176062797,GA,West North Central,5717184
Minnesota,"Mayer, Minnesota",1165892659,GA,West North Central,5717184
Minnesota,"Lake Crystal, Minnesota",1165752692,C,West North Central,5717184
Minnesota,"Le Center, Minnesota",1177437660,Start,West North Central,5717184
Minnesota,"Janesville, Minnesota",1165751064,GA,West North Central,5717184
Minnesota,"Spring Valley, Minnesota",1175359047,C,West North Central,5717184
Minnesota,"Pequot Lakes, Minnesota",1165897536,C,West North Central,5717184
Minnesota,"Crosslake, Minnesota",1165645706,C,West North Central,5717184
Minnesota,"Rockville, Minnesota",1169929462,GA,West North Central,5717184
Minnesota,"Wells, Minnesota",1175251509,C,West North Central,5717184
Minnesota,"Madelia, Minnesota",1179661089,C,West North Central,5717184
Minnesota,"Crosby, Minnesota",1173271940,C,West North Central,5717184
Minnesota,"Olivia, Minnesota",1165896554,C,West North Central,5717184
Minnesota,"Gaylord, Minnesota",1177617831,C,West North Central,5717184
Minnesota,"Hawley, Minnesota",1165749469,C,West North Central,5717184
Minnesota,"Excelsior, Minnesota",1178923795,C,West North Central,5717184
Minnesota,"Arlington, Minnesota",1165507517,C,West North Central,5717184
Minnesota,"Winsted, Minnesota",1168624372,GA,West North Central,5717184
Minnesota,"St. Bonifacius, Minnesota",1172350513,C,West North Central,5717184
Minnesota,"Maple Lake, Minnesota",1165892078,C,West North Central,5717184
Minnesota,"Aitkin, Minnesota",1170513536,C,West North Central,5717184
Minnesota,"Lauderdale, Minnesota",1175700936,C,West North Central,5717184
Minnesota,"Sandstone, Minnesota",1165900792,C,West North Central,5717184
Minnesota,"Howard Lake, Minnesota",1170235067,GA,West North Central,5717184
Minnesota,"Rice, Minnesota",1175712535,C,West North Central,5717184
Minnesota,"Waverly, Minnesota",1144036352,GA,West North Central,5717184
Minnesota,"Clearwater, Minnesota",1171754615,C,West North Central,5717184
Minnesota,"Nisswa, Minnesota",1165895592,C,West North Central,5717184
Minnesota,"Cologne, Minnesota",1176978186,C,West North Central,5717184
Minnesota,"Tracy, Minnesota",1162259151,C,West North Central,5717184
Minnesota,"Eyota, Minnesota",1165651026,C,West North Central,5717184
Minnesota,"Ortonville, Minnesota",1165896790,GA,West North Central,5717184
Minnesota,"Springfield, Minnesota",1162741756,GA,West North Central,5717184
Minnesota,"Hoyt Lakes, Minnesota",1174709464,Start,West North Central,5717184
Minnesota,"Coleraine, Minnesota",1165644732,C,West North Central,5717184
Minnesota,"Slayton, Minnesota",1165901929,C,West North Central,5717184
Minnesota,"Mountain Lake, Minnesota",1177304009,C,West North Central,5717184
Minnesota,"Blooming Prairie, Minnesota",1165536407,C,West North Central,5717184
Minnesota,"Hinckley, Minnesota",1165750107,C,West North Central,5717184
Minnesota,"Lester Prairie, Minnesota",1165890030,GA,West North Central,5717184
Minnesota,"Kenyon, Minnesota",1165752063,C,West North Central,5717184
Minnesota,"Rushford, Minnesota",1165900453,C,West North Central,5717184
Minnesota,"Silver Bay, Minnesota",1165901793,C,West North Central,5717184
Minnesota,"Warroad, Minnesota",1178204845,C,West North Central,5717184
Minnesota,"Oronoco, Minnesota",1165896777,C,West North Central,5717184
Minnesota,"Braham, Minnesota",1178787704,C,West North Central,5717184
Minnesota,"Rock Creek, Minnesota",1165899945,C,West North Central,5717184
Minnesota,"Osakis, Minnesota",1165896803,C,West North Central,5717184
Minnesota,"Waterville, Minnesota",1178585272,C,West North Central,5717184
Minnesota,"Dundas, Minnesota",1165647327,GA,West North Central,5717184
Minnesota,"Ada, Minnesota",1171396492,C,West North Central,5717184
Minnesota,"Lakefield, Minnesota",1165752820,C,West North Central,5717184
Minnesota,"Stacy, Minnesota",1173705341,C,West North Central,5717184
Minnesota,"Canby, Minnesota",1165538153,C,West North Central,5717184
Minnesota,"Lakeland, Minnesota",1165752831,C,West North Central,5717184
Minnesota,"Mapleton, Minnesota",1165892094,C,West North Central,5717184
Minnesota,"Maple Plain, Minnesota",1177601750,GA,West North Central,5717184
Minnesota,"Gilbert, Minnesota",1165747950,C,West North Central,5717184
Minnesota,"Avon, Minnesota",1179878490,GA,West North Central,5717184
Minnesota,"Long Lake, Minnesota",1165891286,GA,West North Central,5717184
Minnesota,"Aurora, Minnesota",1165508078,C,West North Central,5717184
Minnesota,"Spring Park, Minnesota",1176045734,C,West North Central,5717184
Minnesota,"Tonka Bay, Minnesota",1168622762,C,West North Central,5717184
Minnesota,"Warren, Minnesota",1178454946,C,West North Central,5717184
Minnesota,"Lewiston, Minnesota",1165890076,C,West North Central,5717184
Minnesota,"Richmond, Minnesota",1165899659,GA,West North Central,5717184
Minnesota,"Madison, Minnesota",1173888291,GA,West North Central,5717184
Minnesota,"Dassel, Minnesota",1169157270,C,West North Central,5717184
Minnesota,"Pierz, Minnesota",1165897797,C,West North Central,5717184
Minnesota,"Dawson, Minnesota",1174197085,GA,West North Central,5717184
Minnesota,"Starbuck, Minnesota",1165903070,C,West North Central,5717184
Minnesota,"Wheaton, Minnesota",1165907423,GA,West North Central,5717184
Minnesota,"Fosston, Minnesota",1165747255,C,West North Central,5717184
Minnesota,"Winnebago, Minnesota",1165908047,C,West North Central,5717184
Minnesota,"Babbitt, Minnesota",1178509260,C,West North Central,5717184
Minnesota,"Appleton, Minnesota",1179915191,C,West North Central,5717184
Minnesota,"Clara City, Minnesota",1165539473,C,West North Central,5717184
Minnesota,"Hayfield, Minnesota",1165749492,C,West North Central,5717184
Minnesota,"Minneota, Minnesota",1165893690,C,West North Central,5717184
Minnesota,"Grand Marais, Minnesota",1179825332,GA,West North Central,5717184
Minnesota,"Medford, Minnesota",1165893002,C,West North Central,5717184
Minnesota,"Fulda, Minnesota",1165747507,C,West North Central,5717184
Minnesota,"Glyndon, Minnesota",1165748141,GA,West North Central,5717184
Minnesota,"Menahga, Minnesota",1165893142,C,West North Central,5717184
Minnesota,"Red Lake Falls, Minnesota",1177438116,GA,West North Central,5717184
Minnesota,"Winthrop, Minnesota",1162765735,C,West North Central,5717184
Minnesota,"Preston, Minnesota",1177702765,C,West North Central,5717184
Minnesota,"Frazee, Minnesota",1161928535,GA,West North Central,5717184
Minnesota,"Bagley, Minnesota",1165508232,C,West North Central,5717184
Minnesota,"New York Mills, Minnesota",1165895387,C,West North Central,5717184
Minnesota,"Elbow Lake, Grant County, Minnesota",1165647997,GA,West North Central,5717184
Minnesota,"New London, Minnesota",1165895281,C,West North Central,5717184
Minnesota,"Madison Lake, Minnesota",1165891764,C,West North Central,5717184
Minnesota,"Royalton, Minnesota",1175713566,C,West North Central,5717184
Minnesota,"Renville, Minnesota",1165899468,C,West North Central,5717184
Minnesota,"Edgerton, Minnesota",1165647807,C,West North Central,5717184
Minnesota,"Goodhue, Minnesota",1170717535,C,West North Central,5717184
Minnesota,"Spring Grove, Minnesota",1170282970,C,West North Central,5717184
Minnesota,"Fairfax, Minnesota",1165746577,C,West North Central,5717184
Minnesota,"Mahnomen, Minnesota",1165891848,C,West North Central,5717184
Minnesota,"New Richland, Minnesota",1165895334,C,West North Central,5717184
Minnesota,"Adrian, Minnesota",1165678135,C,West North Central,5717184
Minnesota,"Shafer, Minnesota",1165901359,C,West North Central,5717184
Minnesota,"Dellwood, Minnesota",1179537373,C,West North Central,5717184
Minnesota,"Elgin, Minnesota",1165648042,C,West North Central,5717184
Minnesota,"Cottonwood, Minnesota",1165645333,C,West North Central,5717184
Minnesota,"Nicollet, Minnesota",1165895556,C,West North Central,5717184
Minnesota,"Grand Meadow, Minnesota",1154662755,C,West North Central,5717184
Minnesota,"Harris, Minnesota",1174707072,GA,West North Central,5717184
Minnesota,"Tyler, Minnesota",1165905079,C,West North Central,5717184
Minnesota,"Mantorville, Minnesota",1165892055,C,West North Central,5717184
Minnesota,"Wanamingo, Minnesota",1133850898,C,West North Central,5717184
Minnesota,"Lake Shore, Minnesota",1165752767,C,West North Central,5717184
Minnesota,"Atwater, Minnesota",1165507880,GA,West North Central,5717184
Minnesota,"Spicer, Minnesota",1165902401,C,West North Central,5717184
Minnesota,"East Gull Lake, Minnesota",1165647640,C,West North Central,5717184
Minnesota,"Truman, Minnesota",1165904938,GA,West North Central,5717184
Minnesota,"Eden Valley, Minnesota",1165647769,C,West North Central,5717184
Minnesota,"Taylors Falls, Minnesota",1165903765,C,West North Central,5717184
Minnesota,"Sherburn, Minnesota",1165901570,C,West North Central,5717184
Minnesota,"Harmony, Minnesota",1165749240,C,West North Central,5717184
Minnesota,"Watkins, Minnesota",1165906794,C,West North Central,5717184
Minnesota,"Lake St. Croix Beach, Minnesota",1165752768,Start,West North Central,5717184
Minnesota,"Parkers Prairie, Minnesota",1165897252,C,West North Central,5717184
Minnesota,"Morristown, Minnesota",1165894373,C,West North Central,5717184
Minnesota,"Hector, Minnesota",1165749656,C,West North Central,5717184
Minnesota,"Scanlon, Minnesota",1165900964,C,West North Central,5717184
Minnesota,"Houston, Minnesota",1167728290,C,West North Central,5717184
Minnesota,"Bird Island, Minnesota",1165536177,C,West North Central,5717184
Minnesota,"Walker, Minnesota",1177318564,C,West North Central,5717184
Minnesota,"Keewatin, Minnesota",1168623243,C,West North Central,5717184
Minnesota,"Henderson, Minnesota",1179686308,C,West North Central,5717184
Minnesota,"Carlton, Minnesota",1165538373,C,West North Central,5717184
Minnesota,"Biwabik, Minnesota",1165536212,GA,West North Central,5717184
Minnesota,"Le Roy, Minnesota",1171058034,C,West North Central,5717184
Minnesota,"Nashwauk, Minnesota",1165894932,C,West North Central,5717184
Minnesota,"Baudette, Minnesota",1177933697,C,West North Central,5717184
Minnesota,"Hilltop, Minnesota",1177978401,GA,West North Central,5717184
Minnesota,"Buhl, Minnesota",1172915658,GA,West North Central,5717184
Minnesota,"Pine River, Minnesota",1165897871,C,West North Central,5717184
Minnesota,"Deer River, Minnesota",1165646481,C,West North Central,5717184
Minnesota,"Mazeppa, Minnesota",1177680081,C,West North Central,5717184
Minnesota,"Morgan, Minnesota",1165894267,GA,West North Central,5717184
Minnesota,"Hallock, Minnesota",1175372227,C,West North Central,5717184
Minnesota,"Battle Lake, Minnesota",1177639197,C,West North Central,5717184
Minnesota,"Silver Lake, Minnesota",1165901815,GA,West North Central,5717184
Minnesota,"Emily, Minnesota",1165650667,C,West North Central,5717184
Minnesota,"Henning, Minnesota",1165749750,C,West North Central,5717184
Minnesota,"Hancock, Minnesota",1165749144,C,West North Central,5717184
Minnesota,"West Concord, Minnesota",1165907130,C,West North Central,5717184
Minnesota,"Birchwood Village, Minnesota",1165536166,C,West North Central,5717184
Minnesota,"Landfall, Minnesota",1165752950,C,West North Central,5717184
Minnesota,"Clarkfield, Minnesota",1165539547,C,West North Central,5717184
Minnesota,"Browerville, Minnesota",1173668805,C,West North Central,5717184
Minnesota,"Kimball, Minnesota",1165752182,C,West North Central,5717184
Minnesota,"Blackduck, Minnesota",1165536241,C,West North Central,5717184
Minnesota,"Isle, Minnesota",1165750955,C,West North Central,5717184
Minnesota,"Stockton, Minnesota",1165903218,C,West North Central,5717184
Minnesota,"Bovey, Minnesota",1167308822,C,West North Central,5717184
Minnesota,"St. Stephen, Minnesota",1165902984,C,West North Central,5717184
Minnesota,"Rushford Village, Minnesota",1165900447,C,West North Central,5717184
Minnesota,"Kerkhoven, Minnesota",1165752081,GA,West North Central,5717184
Minnesota,"Fertile, Minnesota",1165746885,C,West North Central,5717184
Minnesota,"Raymond, Minnesota",1165899251,C,West North Central,5717184
Minnesota,"Lamberton, Minnesota",1165752888,C,West North Central,5717184
Minnesota,"Dover, Minnesota",1165647108,C,West North Central,5717184
Minnesota,"Gibbon, Minnesota",1165747916,C,West North Central,5717184
Minnesota,"Lilydale, Minnesota",1165890304,Start,West North Central,5717184
Minnesota,"Onamia, Minnesota",1173204771,C,West North Central,5717184
Minnesota,"Cleveland, Minnesota",1177354243,GA,West North Central,5717184
Minnesota,"Sebeka, Minnesota",1160524840,GA,West North Central,5717184
Minnesota,"Westbrook, Minnesota",1165907265,C,West North Central,5717184
Minnesota,"Elysian, Minnesota",1177411401,C,West North Central,5717184
Minnesota,"St. Clair, Minnesota",1165902830,C,West North Central,5717184
Minnesota,"Walnut Grove, Minnesota",1162227093,C,West North Central,5717184
Minnesota,"Holdingford, Minnesota",1178791249,GA,West North Central,5717184
Minnesota,"Belgrade, Minnesota",1165509023,GA,West North Central,5717184
Minnesota,"Courtland, Minnesota",1165645390,GA,West North Central,5717184
Minnesota,"Wabasso, Minnesota",1176952307,GA,West North Central,5717184
Minnesota,"Lake Park, Minnesota",1165752755,C,West North Central,5717184
Minnesota,"Hampton, Minnesota",1165749132,C,West North Central,5717184
Minnesota,"Brownton, Minnesota",1165537443,C,West North Central,5717184
Minnesota,"Lanesboro, Minnesota",1179587633,GA,West North Central,5717184
Minnesota,"Kasota, Minnesota",1165751882,C,West North Central,5717184
Minnesota,"Greenwood, Minnesota",1165748775,C,West North Central,5717184
Minnesota,"Mabel, Minnesota",1165891716,C,West North Central,5717184
Minnesota,"Hoffman, Minnesota",1165750155,C,West North Central,5717184
Minnesota,"Twin Valley, Minnesota",1165905044,C,West North Central,5717184
Minnesota,"Welcome, Minnesota",1165907010,C,West North Central,5717184
Minnesota,"Trimont, Minnesota",1165904853,C,West North Central,5717184
Minnesota,"Clarks Grove, Minnesota",1165539551,C,West North Central,5717184
Minnesota,"Ottertail, Minnesota",1175157388,GA,West North Central,5717184
Minnesota,"Greenbush, Minnesota",1165748676,C,West North Central,5717184
Minnesota,"Cass Lake, Minnesota",1173083659,C,West North Central,5717184
Minnesota,"Motley, Minnesota",1165894448,C,West North Central,5717184
Minnesota,"Adams, Minnesota",1169406564,C,West North Central,5717184
Minnesota,"Karlstad, Minnesota",1165751868,C,West North Central,5717184
Minnesota,"Freeport, Minnesota",1165747411,C,West North Central,5717184
Minnesota,"Lake Benton, Minnesota",1165752663,GA,West North Central,5717184
Minnesota,"Hills, Minnesota",1165750047,C,West North Central,5717184
Minnesota,"Rollingstone, Minnesota",1178681780,C,West North Central,5717184
Minnesota,"Ellendale, Minnesota",1165650498,C,West North Central,5717184
Minnesota,"La Prairie, Minnesota",1165752543,C,West North Central,5717184
Minnesota,"Clear Lake, Minnesota",1177702347,C,West North Central,5717184
Minnesota,"Minnesota Lake, Minnesota",1165893699,C,West North Central,5717184
Minnesota,"Green Isle, Minnesota",1166742992,C,West North Central,5717184
Minnesota,"Clarissa, Minnesota",1171353085,C,West North Central,5717184
Minnesota,"Marine on St. Croix, Minnesota",1165892204,GA,West North Central,5717184
Minnesota,"Buffalo Lake, Minnesota",1165537580,C,West North Central,5717184
Minnesota,"Taconite, Minnesota",1167306549,C,West North Central,5717184
Minnesota,"Brooten, Minnesota",1165537374,C,West North Central,5717184
Minnesota,"Brownsdale, Minnesota",1165942179,C,West North Central,5717184
Minnesota,"Center City, Minnesota",1165538789,C,West North Central,5717184
Minnesota,"Grove City, Minnesota",1165748851,GA,West North Central,5717184
Minnesota,"Loretto, Minnesota",1165891361,C,West North Central,5717184
Minnesota,"Hill City, Minnesota",1165750026,C,West North Central,5717184
Minnesota,"Barnum, Minnesota",1165508443,C,West North Central,5717184
Minnesota,"Marble, Minnesota",1165892142,C,West North Central,5717184
Minnesota,"Randall, Minnesota",1165899156,C,West North Central,5717184
Minnesota,"Sabin, Minnesota",1165900562,GA,West North Central,5717184
Minnesota,"Jasper, Minnesota",1165751086,C,West North Central,5717184
Minnesota,"Hendricks, Minnesota",1175271255,GA,West North Central,5717184
Minnesota,"Heron Lake, Minnesota",1171114961,C,West North Central,5717184
Minnesota,"Butterfield, Minnesota",1165537836,C,West North Central,5717184
Minnesota,"Evansville, Minnesota",1160351392,C,West North Central,5717184
Minnesota,"McIntosh, Minnesota",1165892834,C,West North Central,5717184
Minnesota,"Balaton, Minnesota",1165508259,C,West North Central,5717184
Minnesota,"Deerwood, Minnesota",1172585755,C,West North Central,5717184
Minnesota,"Stephen, Minnesota",1165903126,C,West North Central,5717184
Minnesota,"Alden, Minnesota",1165506379,C,West North Central,5717184
Minnesota,"Ironton, Minnesota",1165750912,C,West North Central,5717184
Minnesota,"Foreston, Minnesota",1165747145,C,West North Central,5717184
Minnesota,"Glenville, Minnesota",1165748113,C,West North Central,5717184
Minnesota,"Kandiyohi, Minnesota",1165751855,GA,West North Central,5717184
Minnesota,"Halstad, Minnesota",1175230819,C,West North Central,5717184
Minnesota,"Brownsville, Minnesota",1165537430,C,West North Central,5717184
Minnesota,"Hamburg, Minnesota",1165749065,C,West North Central,5717184
Minnesota,"Audubon, Minnesota",1167310759,C,West North Central,5717184
Minnesota,"Hokah, Minnesota",1170782573,GA,West North Central,5717184
Minnesota,"Bertha, Minnesota",1172394411,C,West North Central,5717184
Minnesota,"Good Thunder, Minnesota",1173563122,C,West North Central,5717184
Minnesota,"Ranier, Minnesota",1165899200,C,West North Central,5717184
Minnesota,"Elmore, Minnesota",1165650598,C,West North Central,5717184
Minnesota,"Ivanhoe, Minnesota",1165750975,GA,West North Central,5717184
Minnesota,"Eagle Bend, Minnesota",1178792082,GA,West North Central,5717184
Minnesota,"Littlefork, Minnesota",1173728372,C,West North Central,5717184
Minnesota,"Argyle, Minnesota",1167465106,C,West North Central,5717184
Minnesota,"Browns Valley, Minnesota",1165537411,GA,West North Central,5717184
Minnesota,"Minnetonka Beach, Minnesota",1165893705,C,West North Central,5717184
Minnesota,"Amboy, Minnesota",1165506847,C,West North Central,5717184
Minnesota,"Graceville, Minnesota",1165748311,C,West North Central,5717184
Minnesota,"Cook, Minnesota",1165645110,C,West North Central,5717184
Minnesota,"Lyle, Minnesota",1165891659,C,West North Central,5717184
Minnesota,"Willernie, Minnesota",1165907668,Start,West North Central,5717184
Minnesota,"Floodwood, Minnesota",1174340619,GA,West North Central,5717184
Minnesota,"Gem Lake, Minnesota",1165747798,Start,West North Central,5717184
Minnesota,"Pillager, Minnesota",1177577411,C,West North Central,5717184
Minnesota,"Verndale, Minnesota",1165906143,C,West North Central,5717184
Minnesota,"Franklin, Minnesota",1165747348,GA,West North Central,5717184
Minnesota,"Sunfish Lake, Minnesota",1165903455,C,West North Central,5717184
Minnesota,"Prinsburg, Minnesota",1169635961,C,West North Central,5717184
Minnesota,"Geneva, Minnesota",1165747819,C,West North Central,5717184
Minnesota,"Racine, Minnesota",1165899052,C,West North Central,5717184
Minnesota,"Claremont, Minnesota",1165539486,C,West North Central,5717184
Minnesota,"Cosmos, Minnesota",1178899283,C,West North Central,5717184
Minnesota,"Brewster, Minnesota",1165537011,C,West North Central,5717184
Minnesota,"Sacred Heart, Minnesota",1165900584,C,West North Central,5717184
Minnesota,"Brandon, Minnesota",1165536857,C,West North Central,5717184
Minnesota,"Rothsay, Minnesota",1165900344,C,West North Central,5717184
Minnesota,"Jenkins, Minnesota",1165751160,C,West North Central,5717184
Minnesota,"Carlos, Minnesota",1165538336,C,West North Central,5717184
Minnesota,"Kiester, Minnesota",1165752167,C,West North Central,5717184
Minnesota,"Ellsworth, Minnesota",1176764017,C,West North Central,5717184
Minnesota,"Pennock, Minnesota",1165897492,C,West North Central,5717184
Minnesota,"Upsala, Minnesota",1165905298,C,West North Central,5717184
Minnesota,"Lafayette, Minnesota",1168627838,C,West North Central,5717184
Minnesota,"Ulen, Minnesota",1163694427,C,West North Central,5717184
Minnesota,"Ashby, Minnesota",1174371215,GA,West North Central,5717184
Minnesota,"Stewart, Minnesota",1165903157,C,West North Central,5717184
Minnesota,"Bethel, Minnesota",1165536057,Start,West North Central,5717184
Minnesota,"Clearbrook, Minnesota",1165644259,C,West North Central,5717184
Minnesota,"Altura, Minnesota",1165506695,C,West North Central,5717184
Minnesota,"Randolph, Minnesota",1169178054,C,West North Central,5717184
Minnesota,"New Germany, Minnesota",1165895218,C,West North Central,5717184
Minnesota,"Sturgeon Lake, Minnesota",1165903340,C,West North Central,5717184
Minnesota,"Danube, Minnesota",1166737669,C,West North Central,5717184
Minnesota,"Fifty Lakes, Minnesota",1174682591,C,West North Central,5717184
Minnesota,"Wrenshall, Minnesota",1175403437,C,West North Central,5717184
Minnesota,"Miltona, Minnesota",1165893600,C,West North Central,5717184
Minnesota,"Wykoff, Minnesota",1165908545,C,West North Central,5717184
Minnesota,"Vermillion, Minnesota",1165906128,Start,West North Central,5717184
Minnesota,"Lynd, Minnesota",1165891673,C,West North Central,5717184
Minnesota,"Badger, Minnesota",1165508228,C,West North Central,5717184
Minnesota,"Kellogg, Minnesota",1165751959,C,West North Central,5717184
Minnesota,"Tower, Minnesota",1173505210,GA,West North Central,5717184
Minnesota,"Akeley, Minnesota",1165506210,C,West North Central,5717184
Minnesota,"Milan, Minnesota",1165893432,GA,West North Central,5717184
Minnesota,"Fisher, Minnesota",1165746930,C,West North Central,5717184
Minnesota,"New Auburn, Minnesota",1165895113,C,West North Central,5717184
Minnesota,"Fountain, Minnesota",1165747285,C,West North Central,5717184
Minnesota,"Oklee, Minnesota",1165896458,C,West North Central,5717184
Minnesota,"Chokio, Minnesota",1165539365,C,West North Central,5717184
Minnesota,"Bigfork, Minnesota",1165536128,C,West North Central,5717184
Minnesota,"Waubun, Minnesota",1165906812,C,West North Central,5717184
Minnesota,"Morton, Minnesota",1165894396,GA,West North Central,5717184
Minnesota,"Remer, Minnesota",1172593531,C,West North Central,5717184
Minnesota,"Willow River, Minnesota",1165907828,C,West North Central,5717184
Minnesota,"Rose Creek, Minnesota",1165900219,C,West North Central,5717184
Minnesota,"Ogilvie, Minnesota",1165896421,C,West North Central,5717184
Minnesota,"Erskine, Minnesota",1178414939,C,West North Central,5717184
Minnesota,"Nevis, Minnesota",1165895100,C,West North Central,5717184
Minnesota,"Herman, Minnesota",1153162272,C,West North Central,5717184
Minnesota,"Hanska, Minnesota",1177486959,C,West North Central,5717184
Minnesota,"McGregor, Minnesota",1165892819,C,West North Central,5717184
Minnesota,"Woodland, Minnesota",1165908388,C,West North Central,5717184
Minnesota,"Alvarado, Minnesota",1165506706,C,West North Central,5717184
Minnesota,"Clinton, Minnesota",1165644473,GA,West North Central,5717184
Minnesota,"Comfrey, Minnesota",1165644962,C,West North Central,5717184
Minnesota,"Pine Springs, Minnesota",1165897873,Start,West North Central,5717184
Minnesota,"Ghent, Minnesota",1171221416,C,West North Central,5717184
Minnesota,"Wood Lake, Minnesota",1165908271,GA,West North Central,5717184
Minnesota,"Barrett, Minnesota",1177225803,C,West North Central,5717184
Minnesota,"Round Lake, Minnesota",1165900347,C,West North Central,5717184
Minnesota,"Emmons, Minnesota",1167776621,C,West North Central,5717184
Minnesota,"Rushmore, Minnesota",1165900459,C,West North Central,5717184
Minnesota,"Underwood, Minnesota",1165905154,GA,West North Central,5717184
Minnesota,"New Munich, Minnesota",1174361130,C,West North Central,5717184
Minnesota,"Russell, Minnesota",1165900496,C,West North Central,5717184
Minnesota,"Vergas, Minnesota",1165906114,GA,West North Central,5717184
Minnesota,"Bricelyn, Minnesota",1165537039,C,West North Central,5717184
Minnesota,"Lancaster, Minnesota",1165752934,C,West North Central,5717184
Minnesota,"St. Marys Point, Minnesota",1165902934,C,West North Central,5717184
Minnesota,"Newfolden, Minnesota",1165895459,C,West North Central,5717184
Minnesota,"Jeffers, Minnesota",1165751116,C,West North Central,5717184
Minnesota,"Darwin, Minnesota",1165646181,C,West North Central,5717184
Minnesota,"Garfield, Minnesota",1165747691,GA,West North Central,5717184
Minnesota,"Long Beach, Minnesota",1165891257,C,West North Central,5717184
Minnesota,"Lowry, Minnesota",1165891519,GA,West North Central,5717184
Minnesota,"Lakeland Shores, Minnesota",1165752823,Start,West North Central,5717184
Minnesota,"Askov, Minnesota",1169493879,GA,West North Central,5717184
Minnesota,"Swanville, Minnesota",1165903539,C,West North Central,5717184
Minnesota,"Deer Creek, Minnesota",1165646455,GA,West North Central,5717184
Minnesota,"Grey Eagle, Minnesota",1172394424,C,West North Central,5717184
Minnesota,"Plato, Minnesota",1165898118,GA,West North Central,5717184
Minnesota,"Calumet, Minnesota",1167309221,C,West North Central,5717184
Minnesota,"Vernon Center, Minnesota",1165906148,C,West North Central,5717184
Minnesota,"Dexter, Minnesota",1165646834,C,West North Central,5717184
Minnesota,"Wilmont, Minnesota",1165907871,C,West North Central,5717184
Minnesota,"Sanborn, Minnesota",1165900773,GA,West North Central,5717184
Minnesota,"Medicine Lake, Minnesota",1165893026,C,West North Central,5717184
Minnesota,"Cuyuna, Minnesota",1165645911,C,West North Central,5717184
Minnesota,"Hartland, Minnesota",1165749330,C,West North Central,5717184
Minnesota,"Canton, Minnesota",1165538215,C,West North Central,5717184
Minnesota,"Buckman, Minnesota",1165537540,C,West North Central,5717184
Minnesota,"St. Martin, Minnesota",1165902918,C,West North Central,5717184
Minnesota,"Cyrus, Minnesota",1165645930,GA,West North Central,5717184
Minnesota,"Finlayson, Minnesota",1165746913,C,West North Central,5717184
Minnesota,"Hollandale, Minnesota",1165750214,Start,West North Central,5717184
Minnesota,"Maynard, Minnesota",1165892681,C,West North Central,5717184
Minnesota,"Middle River, Minnesota",1165893311,Start,West North Central,5717184
Minnesota,"Murdock, Minnesota",1179425126,GA,West North Central,5717184
Minnesota,"Hackensack, Minnesota",1165748962,C,West North Central,5717184
Minnesota,"Ceylon, Minnesota",1165538919,C,West North Central,5717184
